Posted on,Owner Name,Location,BHK,Balcony,Sq. ft,Price
2023-09-25,Rasha Sachar,Bihar Sharif,2,0,737,3473429
2023-10-02,Darshit Bhatnagar,Alappuzha,2,2,813,9121011
2023-09-30,Anvi Chaudry,Kumbakonam,3,0,752,8973071
2023-09-20,Ayesha Golla,Jodhpur,4,2,1552,4114206
2023-09-08,Seher Yohannan,Panipat,3,0,1305,1849286
2023-09-16,Onkar Kakar,Burhanpur,1,2,1821,2938149
2023-09-20,Darshit Bobal,Phagwara,3,0,1841,8401861
2023-09-09,Yuvraj  Dewan,Sultan Pur Majra,4,0,1193,9717573
2023-09-12,Mahika Vasa,Pimpri-Chinchwad,1,1,1208,9485810
2023-09-16,Divij Lal,Morena,3,0,1497,3944914
2023-09-27,Seher Chakraborty,Agartala,4,1,1617,7290431
2023-09-10,Misha Yohannan,Bilaspur,2,2,505,9177422
2023-09-16,Navya Baral,Jamnagar,2,1,1394,1575401
2023-09-07,Rohan Rastogi,Thiruvananthapuram,1,1,1541,7918129
2023-09-29,Nehmat Tandon,Alwar,4,0,1159,3758463
2023-09-21,Suhana De,Tadepalligudem,3,2,1763,9445977
2023-09-29,Tarini Ghose,Pali,2,2,1345,2331321
2023-09-10,Alia Dhillon,Allahabad,1,1,956,7414642
2023-10-01,Mohanlal Tak,Dhanbad,3,1,1711,3359332
2023-09-23,Faiyaz Khurana,Ulhasnagar,2,2,1277,9374367
2023-09-26,Jivika Shetty,Buxar,4,0,511,8334161
2023-09-11,Biju Kapadia,Aizawl,2,1,1747,3692805
2023-09-11,Raunak Mand,Sambhal,3,2,1477,2021752
2023-10-02,Taimur Bhattacharyya,Eluru,2,0,1337,8650762
2023-09-10,Lagan Deshpande,Jamshedpur,4,0,1409,7204329
2023-09-10,Zeeshan Dutt,Bhatpara,1,1,1987,8189854
2023-09-12,Lavanya Bahri,Agra,3,0,1583,5665493
2023-09-16,Prerak Yohannan,Imphal,4,2,742,9063447
2023-09-29,Shaan Mandal,Ahmedabad,3,1,1996,9596619
2023-09-07,Nayantara Buch,Etawah,3,1,1139,6821968
2023-09-08,Vardaniya Desai,Jodhpur,3,0,1150,6169812
2023-09-07,Aarav Chowdhury,Katni,4,0,691,4697453
2023-09-24,Veer Ahuja,Baranagar,2,0,539,9637380
2023-09-05,Manikya Kant,Jammu,2,0,669,4478610
2023-09-18,Lavanya Maharaj,Bhatpara,2,2,1609,9354693
2023-09-08,Navya Mannan,Davanagere,1,0,784,7522693
2023-09-12,Inaaya  Tak,Medininagar,4,0,1197,5562323
2023-09-10,Vivaan Gaba,Ramagundam,1,2,813,6000334
2023-09-04,Indrajit Seshadri,Pudukkottai,4,2,1514,2095203
2023-09-14,Pari Konda,Saharsa,2,2,973,4328012
2023-09-12,Kiara Baria,Nagpur,1,2,547,1566048
2023-09-18,Nakul Setty,Guntakal,2,2,796,8433308
2023-09-29,Saira Mand,Srinagar,4,2,1559,8891248
2023-09-04,Ela Sridhar,Erode,2,2,670,5889307
2023-09-14,Divit Gokhale,Rewa,1,1,1045,7626004
2023-09-26,Yuvaan D’Alia,Junagadh,4,1,1009,4410799
2023-09-12,Himmat Aurora,South Dumdum,3,0,1568,6297573
2023-09-23,Saksham Trivedi,Malda,3,1,683,9752117
2023-09-11,Rohan Vala,Warangal,2,2,840,4778406
2023-09-18,Uthkarsh Saini,Jamalpur,1,0,1513,7580041
2023-09-29,Samar Ravi,Navi Mumbai,2,1,1328,8009843
2023-09-06,Madhup Gulati,Chinsurah,1,2,863,2528858
2023-09-15,Pari Divan,Bellary,3,0,1509,3858808
2023-09-30,Keya Chokshi,Hyderabad,3,1,776,2458373
2023-09-21,Dhanush Mani,Jaipur,3,1,585,2909239
2023-10-02,Ranbir Chadha,Bhiwandi,3,1,1947,3347565
2023-09-25,Mamooty Ramesh,Gangtok,2,2,1528,8530662
2023-09-09,Damini Buch,Chennai,1,2,919,3091526
2023-09-22,Vritika Bhatia,Lucknow,3,2,527,2684439
2023-09-18,Pihu Yadav,Ghaziabad,2,0,582,7198065
2023-10-02,Baiju Kakar,Tiruppur,4,2,1578,8138018
2023-09-18,Adira Som,Ajmer,3,1,1495,9451036
2023-09-17,Dishani Chander,Anand,3,2,908,1570325
2023-09-06,Hridaan Krish,Shimla,3,0,1990,4660927
2023-09-28,Chirag Bali,Junagadh,3,1,724,9698535
2023-10-01,Jivin Chander,Ujjain,4,0,622,1386139
2023-09-09,Adira Halder,Haridwar,3,0,982,6329470
2023-09-23,Shlok Mane,Sasaram,3,2,1523,5674728
2023-09-09,Kashvi Subramaniam,Sambalpur,4,0,944,2032216
2023-09-23,Hansh Kapur,Amritsar,3,1,915,3830516
2023-09-07,Prisha Madan,Dibrugarh,1,1,1982,6517685
2023-09-17,Pari Uppal,Allahabad,2,2,622,4698227
2023-09-13,Divij Kari,Raurkela Industrial Township,2,2,1272,8250825
2023-09-12,Samiha Sharma,Purnia,4,2,1015,5679338
2023-09-13,Aarush Dewan,Meerut,2,0,734,9217771
2023-09-15,Fateh Bansal,Sambalpur,4,1,1322,2171360
2023-10-01,Rati Gokhale,Thrissur,3,2,1216,9527407
2023-09-04,Anahita Tripathi,Bulandshahr,2,1,955,3120143
2023-09-13,Badal Wadhwa,Amaravati,4,1,1887,2282432
2023-10-01,Kimaya Kala,Durgapur,2,0,1691,9120037
2023-09-10,Hiran Bahri,Amritsar,2,1,1595,2701949
2023-09-14,Rasha Anand,Amaravati,2,0,1830,5480000
2023-09-17,Hunar Bal,Gangtok,3,2,1663,8928725
2023-09-26,Rohan Dey,Silchar,1,1,1790,1811828
2023-10-01,Aayush Raman,Ajmer,2,0,1800,1718676
2023-09-19,Adah Wagle,Rohtak,1,0,1242,5566499
2023-09-16,Nirvi Khalsa,Pimpri-Chinchwad,4,1,1071,3476183
2023-09-11,Himmat Raman,Ballia,3,2,520,8054923
2023-09-20,Azad Agate,Bilaspur,2,1,1053,4457221
2023-09-10,Divij Saxena,Chennai,3,2,1711,4882838
2023-09-27,Kanav Madan,Kulti,3,0,704,6192714
2023-09-20,Kismat Goswami,Bhalswa Jahangir Pur,2,0,758,9429350
2023-09-30,Inaaya  Sen,Nanded,4,1,989,6010426
2023-09-26,Akarsh Arora,Lucknow,4,2,1813,7162626
2023-09-28,Rohan Mammen,Darbhanga,2,2,1651,6009702
2023-09-29,Adira Dugal,Phusro,4,2,680,2002290
2023-09-19,Jayesh Edwin,Coimbatore,1,0,1128,5561927
2023-09-21,Kartik Handa,Aizawl,2,1,1393,5206101
2023-09-10,Shaan Khalsa,Gwalior,1,2,1547,3222776
2023-09-06,Zeeshan Varghese,Guwahati,1,1,743,6260581
2023-09-15,Vihaan Chawla,Ongole,1,2,1033,4299997
2023-10-01,Riya Bhat,Noida,4,0,617,9700277
2023-09-15,Emir Chowdhury,Chennai,4,0,1256,3331073
2023-09-27,Aradhya Hora,Bahraich,3,1,1826,3208976
2023-09-28,Jivika Batta,Jamnagar,1,0,1119,6710914
2023-09-05,Anaya Uppal,Sambhal,1,0,1875,3096240
2023-09-24,Arhaan Iyer,Madanapalle,4,0,1155,4294722
2023-09-20,Himmat Sarraf,Akola,1,0,1367,7047165
2023-10-02,Ahana  Dass,Davanagere,3,2,1832,6011983
2023-09-14,Sahil Kadakia,Vijayawada,1,2,547,2418707
2023-09-21,Aarna Butala,Bhagalpur,4,1,1258,6510487
2023-09-21,Kiaan Ganguly,Srinagar,1,1,1678,4130210
2023-09-28,Mishti Biswas,Shivpuri,1,0,1814,1544935
2023-09-13,Ela Kurian,Aligarh,4,2,1198,8638466
2023-09-30,Anya Sampath,Rampur,3,2,1881,6479452
2023-09-04,Samiha Srinivas,Guwahati,4,0,749,1118205
2023-09-12,Suhana Dutta,Raipur,4,0,1485,6995202
2023-09-16,Kaira Baria,Sambhal,2,2,1742,5469544
2023-09-07,Akarsh Iyengar,Mumbai,2,0,1107,9598223
2023-09-30,Hiran Bala,Faridabad,1,0,1161,2447751
2023-09-04,Zain Dora,Motihari,4,2,968,3297555
2023-09-13,Riya Chokshi,Berhampur,3,2,1408,9408914
2023-09-22,Manikya Jhaveri,Bhalswa Jahangir Pur,3,1,968,7217451
2023-09-30,Badal Saran,Allahabad,4,2,1717,3743368
2023-09-25,Aarna Ahluwalia,Surat,4,1,1176,8551158
2023-09-15,Darshit Sura,Bhagalpur,4,1,1959,9818916
2023-09-24,Shalv Barman,Tirunelveli,4,0,1830,5530157
2023-09-29,Ishaan Chawla,Sambhal,1,1,1203,8742100
2023-09-26,Eva Deep,Rourkela,4,2,1128,9876327
2023-09-28,Nitya Bora,Naihati,3,0,1449,5272094
2023-09-12,Prisha Contractor,Imphal,4,1,950,3866760
2023-10-01,Aradhya Vohra,Ambarnath,2,2,1532,1507569
2023-09-12,Ryan Srinivasan,Hospet,4,2,1094,4420236
2023-09-07,Rhea Gour,Tiruppur,4,1,1475,6385042
2023-09-08,Vidur Dani,Jalandhar,4,0,837,5435085
2023-09-15,Mannat Venkataraman,Howrah,3,0,1509,9699267
2023-09-25,Drishya Bose,Alappuzha,4,0,943,9242458
2023-09-11,Vedika Rao,Karaikudi,4,0,1703,4337251
2023-09-22,Shayak Varghese,Patna,4,2,1847,4349201
2023-09-09,Akarsh Srinivas,Baranagar,1,2,1568,9748661
2023-09-12,Bhavin Uppal,Sonipat,3,2,1010,1643455
2023-10-02,Dhruv Dewan,Secunderabad,2,1,540,7145145
2023-09-04,Kimaya Khare,Vadodara,1,2,952,6261374
2023-09-15,Krish Agrawal,Tirupati,4,1,1410,8659728
2023-09-25,Suhana Bains,Tadipatri,1,1,850,9763896
2023-09-28,Kartik Buch,Khandwa,3,0,876,6697151
2023-09-14,Kimaya Varghese,Ichalkaranji,3,2,1393,8292136
2023-09-15,Akarsh Lall,Bidar,4,1,1222,3972695
2023-09-12,Yuvraj  Raju,Medininagar,2,2,1192,6200306
2023-09-29,Zara Grover,Bikaner,3,2,1473,9241501
2023-09-29,Miraya Kar,Nagercoil,1,0,886,3529279
2023-09-06,Eva Sibal,Gangtok,2,0,958,7783184
2023-09-13,Mannat Ranganathan,Kochi,2,0,617,8152284
2023-10-02,Anaya Bhat,Noida,4,2,897,5352266
2023-09-17,Advik Comar,Saharsa,3,0,661,8835926
2023-09-17,Rati Sabharwal,Bhavnagar,2,1,1045,8844545
2023-09-11,Jayant Chada,Kirari Suleman Nagar,1,2,1735,8191177
2023-09-07,Darshit Ram,Kharagpur,1,2,562,2425592
2023-09-20,Jayant Bains,Tiruvottiyur,2,0,1044,5080239
2023-09-28,Sara Thaman,Serampore,1,0,639,7268291
2023-09-29,Kavya Din,Mirzapur,4,2,905,7882155
2023-09-12,Prisha Varkey,Deoghar,1,0,1535,7299898
2023-09-07,Kashvi Sami,Nagercoil,2,1,526,6710024
2023-10-02,Trisha Bora,Hosur,3,2,1547,8299199
2023-09-25,Charvi Ramanathan,Bhusawal,1,2,1868,4205451
2023-09-25,Kanav Bedi,Navi Mumbai,4,0,830,6349909
2023-09-11,Ivan Chatterjee,Alwar,2,0,966,2318397
2023-09-14,Jayesh Edwin,Saharsa,1,0,1553,7846737
2023-09-12,Nayantara Sankar,Naihati,2,1,1875,6065207
2023-09-17,Taran Toor,Bathinda,1,1,1045,3531117
2023-09-05,Amani Rajagopalan,Jalna,4,0,978,9852226
2023-09-10,Neysa Wable,Dharmavaram,4,0,745,1340128
2023-09-10,Saira Konda,Bhopal,4,2,1303,2340130
2023-09-12,Mishti Som,Gurgaon,1,0,757,3053668
2023-10-01,Yasmin Kaul,Chapra,2,2,1053,8000102
2023-09-26,Anika Hora,Varanasi,1,1,1620,1664963
2023-09-08,Pihu Dhaliwal,Ambala,1,0,642,5281524
2023-09-08,Keya Koshy,Bhimavaram,2,0,984,8350162
2023-09-25,Rati Dara,Chennai,4,2,554,9297293
2023-09-25,Prisha Dugar,Raiganj,3,1,1202,2739497
2023-09-25,Vanya Wali,Gaya,1,0,1673,4528968
2023-09-06,Arhaan Kant,Aurangabad,3,1,820,4849215
2023-09-08,Vedika Roy,Patiala,3,0,1752,9095866
2023-09-30,Madhup Subramaniam,Muzaffarpur,1,1,539,3639495
2023-09-26,Kanav Zachariah,Shimla,1,1,1881,3156350
2023-09-29,Dhanush Badami,Mahbubnagar,4,2,1632,6185668
2023-09-22,Ranbir Sem,Chandigarh,1,1,1278,6221161
2023-09-12,Rhea Sur,Gwalior,3,0,1396,6013925
2023-09-18,Ayesha Bala,Buxar,1,0,1879,8918268
2023-09-11,Ojas Majumdar,Agra,4,0,517,5060918
2023-09-05,Jivin Thaman,Chennai,3,0,1052,2213006
2023-10-02,Yuvraj  Rama,Erode,2,2,961,4942969
2023-09-29,Reyansh Raj,Tadipatri,4,1,1873,5303168
2023-09-28,Alia Vig,Miryalaguda,2,2,951,9457649
2023-09-05,Manikya Shukla,Mumbai,4,2,1701,5147622
2023-09-08,Pranay Mann,Begusarai,3,1,1685,4917505
2023-09-08,Nitya Thaker,Kavali,2,1,1599,5201860
2023-09-29,Ritvik Vyas,Ajmer,3,1,538,6448792
2023-09-10,Vedika Talwar,Thanjavur,1,2,1394,1137876
2023-09-06,Divyansh Sengupta,Ballia,3,1,1730,7785487
2023-09-19,Myra Dubey,Faridabad,1,2,1652,2485852
2023-09-24,Manikya Kade,Phagwara,2,0,1452,3452732
2023-09-10,Kimaya Divan,Visakhapatnam,2,2,1502,4766769
2023-09-26,Akarsh Chada,Kakinada,4,0,1442,3996258
2023-09-17,Anay Rana,Tiruchirappalli,2,1,1445,3913937
2023-09-28,Kavya Balan,Karnal,4,0,1511,8139989
2023-09-09,Nitya Bahri,Madhyamgram,2,0,1176,5797722
2023-09-25,Azad Som,Baranagar,2,1,1229,3302140
2023-09-24,Diya Rastogi,Bhilwara,2,0,1607,4038245
2023-09-11,Anya Kulkarni,Sirsa,1,1,556,4097047
2023-09-26,Gokul Sheth,Madanapalle,2,2,963,3955773
2023-09-17,Yashvi Tailor,Ambarnath,2,2,963,8366408
2023-09-22,Rasha Bajaj,Gulbarga,2,0,1622,1653479
2023-09-18,Farhan Bhasin,Bongaigaon,1,2,713,5897621
2023-09-27,Vedika Chandra,North Dumdum,4,2,1099,3875199
2023-09-13,Nakul Dixit,Vellore,2,1,1543,6119691
2023-10-02,Gatik Chopra,Bihar Sharif,1,0,1385,7836487
2023-09-26,Siya Mammen,Kota,3,1,1990,8359125
2023-09-25,Aradhya Anne,Sikar,2,2,1239,7162154
2023-09-14,Vritika Bansal,Jodhpur,2,1,862,9772444
2023-09-12,Yakshit Bala,Haridwar,4,1,1837,6248009
2023-09-25,Oorja Johal,Kulti,3,2,1411,1213865
2023-09-09,Anaya Bandi,Orai,3,1,1905,2625435
2023-09-21,Charvi Bir,Kanpur,4,2,1071,2509217
2023-09-26,Arnav Deshmukh,Alwar,2,0,1274,3947365
2023-09-29,Jiya Gala,Mysore,3,0,1609,4427517
2023-09-10,Riaan Dar,Karimnagar,1,1,956,2987567
2023-09-20,Bhavin Mangal,Bhubaneswar,2,1,1538,7211406
2023-10-02,Aarav Sachdev,Sultan Pur Majra,1,1,1059,1419886
2023-09-27,Arnav Ranganathan,Sultan Pur Majra,4,2,978,5375764
2023-09-27,Rhea Mane,Siliguri,3,0,1944,5618537
2023-09-29,Shamik Goel,Avadi,1,2,1449,4566281
2023-09-15,Drishya Karpe,Uluberia,1,2,1377,8650881
2023-09-26,Manjari Contractor,Noida,2,1,1807,3015335
2023-09-07,Shlok Kamdar,Mysore,1,0,903,3083796
2023-09-21,Badal Bava,Nandyal,1,2,1057,4182777
2023-09-12,Aaina Edwin,Khora ,2,1,960,5109375
2023-09-18,Shayak Barad,Kharagpur,4,2,1096,8761317
2023-09-26,Vanya Kadakia,Bikaner,4,0,1822,1277931
2023-09-10,Pihu Ramachandran,Ahmedabad,1,2,965,4054714
2023-09-16,Arnav Dani,Bongaigaon,3,2,885,5079686
2023-09-05,Sana Setty,Bahraich,3,0,1616,8838149
2023-09-21,Kismat Barman,Srikakulam,4,0,1344,8977222
2023-09-21,Shamik Walla,Kalyan-Dombivli,3,2,1790,5771810
2023-09-08,Rhea Amble,Faridabad,2,0,1929,7691901
2023-09-08,Ivana Krishnan,Mathura,1,2,1443,9290177
2023-09-18,Dhruv Mammen,Hazaribagh,4,1,799,7352965
2023-09-29,Adira Barman,Mau,1,0,1610,4720348
2023-09-10,Devansh Vala,Kadapa,2,1,1700,5351849
2023-09-05,Samar Bose,Miryalaguda,3,0,1463,6484784
2023-09-14,Pihu Dhawan,Alappuzha,2,1,1527,3669269
2023-09-26,Taran Sundaram,Tirunelveli,2,2,902,5162928
2023-09-19,Yuvraj  Gandhi,Surendranagar Dudhrej,2,0,707,3478634
2023-09-11,Jayan Dhillon,Bhubaneswar,2,0,503,3388534
2023-09-05,Priyansh Ravel,Jammu,2,1,1189,4428247
2023-09-13,Neysa Raj,Bhagalpur,3,2,1995,7754813
2023-09-21,Anaya Doctor,Bidar,2,1,1976,7757336
2023-09-27,Ahana  Guha,Thoothukudi,2,0,1168,9527059
2023-09-27,Shamik Kar,Srinagar,4,1,1820,9450684
2023-09-27,Kiaan Walia,Nagercoil,1,0,1265,4452629
2023-09-13,Anvi Gara,Bhimavaram,4,0,1762,1587983
2023-09-12,Hunar Chakrabarti,Delhi,2,2,1861,7658135
2023-09-17,Anay Lata,Rajahmundry,2,1,1379,4567054
2023-09-10,Arhaan Din,Bulandshahr,3,2,1866,4448756
2023-09-10,Vihaan Wali,Guwahati,1,2,808,9973335
2023-10-01,Kavya Bava,Rourkela,3,2,1590,7761473
2023-09-12,Mehul Bala,Aurangabad,1,1,944,2207793
2023-09-05,Mohanlal Rana,Saharsa,1,0,1839,8238966
2023-09-11,Mahika Swamy,New Delhi,3,0,1589,9847998
2023-09-12,Pari Bail,Jehanabad,1,0,1771,7543016
2023-09-15,Sahil Rajan,Patiala,1,0,1919,9847930
2023-09-24,Nishith Dubey,Suryapet,4,2,518,6699204
2023-09-13,Armaan Manda,Ozhukarai,3,0,563,5186419
2023-09-27,Hiran Kaur,Tumkur,4,2,1508,8711279
2023-09-17,Trisha Bali,Bijapur,1,2,1698,1749283
2023-09-30,Vanya Seshadri,Tezpur,2,2,1248,6631644
2023-09-20,Nirvi Sur,Nizamabad,1,0,1663,2594244
2023-09-24,Nehmat Anne,Pali,3,1,1922,1851699
2023-09-08,Zoya Balakrishnan,Pali,3,2,1729,3724031
2023-09-05,Vritika Manda,Bhiwandi,1,1,1102,1906278
2023-09-21,Kashvi Arora,Cuttack,1,2,1361,8325560
2023-09-24,Badal Bora,Pali,1,0,1083,6983780
2023-09-30,Jivin Sood,Deoghar,4,0,788,5710856
2023-09-12,Ehsaan Rege,Bhusawal,2,2,1134,7001911
2023-09-17,Shlok Viswanathan,Bhiwani,1,1,809,9829429
2023-09-06,Neelofar Rattan,Jalna,1,0,1322,3999560
2023-09-18,Kavya Karnik,Jamshedpur,1,0,1230,8326419
2023-09-23,Mohanlal Kadakia,Rajpur Sonarpur,2,0,578,5196522
2023-09-27,Shaan Gera,Jaipur,1,2,1364,9642463
2023-09-22,Divit Ramakrishnan,Bardhaman,2,1,775,8843734
2023-09-29,Hazel Sani,Nanded,1,1,1106,4723454
2023-09-28,Prisha Kalla,Jodhpur,4,0,1761,1889254
2023-09-18,Neelofar Keer,New Delhi,2,2,1768,6479972
2023-09-17,Rhea Chakrabarti,Aligarh,4,2,1513,7526495
2023-10-01,Miraya Bora,Mirzapur,1,2,1438,6505131
2023-09-14,Sana Thaman,Miryalaguda,3,0,1716,1520251
2023-09-22,Kartik Barman,Mumbai,2,2,1362,1799324
2023-09-19,Baiju Samra,Allahabad,4,0,541,9542980
2023-09-07,Jivin Subramanian,Haldia,1,1,1473,9889996
2023-09-29,Ojas Walla,Nagercoil,3,2,1650,1522567
2023-09-17,Zoya Chad,Madanapalle,2,2,1738,8161959
2023-09-07,Hansh Varma,Ahmedabad,3,0,1017,1643470
2023-09-28,Ranbir Suri,Kolhapur,4,1,1703,8719711
2023-09-29,Kavya Koshy,Farrukhabad,2,1,1285,2360079
2023-10-01,Adira Doctor,Phusro,3,2,1045,2283797
2023-09-15,Uthkarsh Gola,Karnal,1,0,618,4619936
2023-09-20,Ishaan Goyal,Guntakal,3,1,1751,9187567
2023-09-24,Rasha Swamy,Hosur,4,2,1930,8674845
2023-09-17,Piya Mall,Srikakulam,3,2,664,3049603
2023-09-26,Rhea Gala,Secunderabad,3,2,1573,8733072
2023-09-12,Dhruv Koshy,Bhavnagar,1,2,931,9429129
2023-09-27,Hansh Chakrabarti,Rajkot,2,1,1222,8144668
2023-09-19,Adah Warrior,Aurangabad,1,1,902,6248956
2023-09-22,Indrajit Devan,Mysore,2,2,1004,1394746
2023-09-23,Arnav Manne,Bidar,2,0,1618,8437690
2023-09-23,Veer Hari,Ratlam,4,2,1546,9510101
2023-09-21,Eva Dixit,Mahbubnagar,2,2,1021,6928296
2023-09-07,Dhanush Ravi,Madanapalle,2,0,1165,5561998
2023-09-19,Advik Upadhyay,Gandhinagar,1,1,1604,1129526
2023-09-05,Aarush Bhatia,Loni,4,1,1302,1538781
2023-09-30,Madhup Kohli,Chennai,1,2,1791,4186064
2023-09-27,Uthkarsh Taneja,Jodhpur,1,2,1834,7519989
2023-09-11,Nirvi Dugar,Miryalaguda,3,0,1028,5713011
2023-09-06,Zoya Bedi,Aizawl,3,1,1401,9925439
2023-09-17,Dishani Shankar,Dindigul,4,1,573,6544328
2023-09-29,Shaan Srinivasan,Guntakal,4,0,804,9158410
2023-09-12,Samaira Bhalla,Thane,3,1,1622,1874975
2023-09-20,Ayesha Korpal,Giridih,4,2,1995,8000078
2023-09-25,Aarna Yogi,North Dumdum,4,2,585,3423170
2023-09-07,Nitya Balay,Bharatpur,3,1,996,2518905
2023-09-23,Gatik Mannan,Bellary,4,1,617,5706550
2023-09-24,Tiya Loyal,Korba,3,0,831,3120256
2023-09-30,Nitya Lanka,Bidhannagar,1,2,711,8931591
2023-09-14,Anay Chandra,Bhalswa Jahangir Pur,2,1,1740,4428089
2023-10-02,Manjari Zachariah,Nizamabad,1,0,1583,4825236
2023-09-18,Adira Kar,Kumbakonam,4,1,1437,8140578
2023-09-29,Shlok Sarkar,Saharanpur,3,1,1354,8523277
2023-09-30,Samiha Comar,Rajpur Sonarpur,4,1,1209,3279280
2023-09-11,Rhea Sule,Aurangabad,3,1,1009,7223887
2023-09-19,Kismat Som,Anand,1,1,1112,2998484
2023-09-10,Diya Bhatt,Ratlam,3,1,1289,3600982
2023-09-10,Eva Chowdhury,Sirsa,2,2,1318,7532356
2023-09-30,Vedika Sethi,Raurkela Industrial Township,2,0,1406,7988833
2023-09-30,Shayak Kalita,Malda,1,2,1097,5495963
2023-09-15,Anvi Deo,Udupi,1,1,1163,4044796
2023-09-14,Saanvi Thakkar,Bhusawal,2,0,504,5216281
2023-09-17,Sumer Basu,Madurai,1,1,712,6979827
2023-09-25,Yuvaan Das,Akola,1,0,1448,9536960
2023-09-19,Adah Suri,Sonipat,1,0,942,4304225
2023-09-23,Priyansh Badal,Jalna,3,1,839,2445844
2023-09-17,Indranil Bhattacharyya,Pune,3,2,1362,4042638
2023-09-22,Dhanush Upadhyay,Bhagalpur,1,2,1782,7581189
2023-09-22,Kanav Lalla,Guntur,3,2,1985,7628016
2023-09-20,Farhan Mander,Gandhidham,3,0,828,9267189
2023-09-24,Shamik Chand,Kirari Suleman Nagar,1,0,1199,6348406
2023-09-30,Divyansh Chad,Howrah,1,1,1848,3618317
2023-09-04,Devansh Anne,Durg,4,2,1404,2689906
2023-09-30,Kaira Banerjee,Chandigarh,3,0,742,4367934
2023-10-01,Parinaaz Butala,Pune,3,0,693,7971264
2023-09-07,Tara Wason,Chapra,1,1,971,4983695
2023-10-01,Pihu Savant,Kharagpur,3,1,1813,1429135
2023-09-09,Dhanush Krish,Jalna,3,2,864,3575880
2023-09-16,Dhruv Mallick,Malegaon,4,2,1246,7941535
2023-10-02,Rasha Batra,Rajkot,4,0,967,7510409
2023-09-04,Eva Hora,Bhilai,4,0,1804,1476678
2023-10-02,Trisha Andra,Bidhannagar,2,0,762,9533814
2023-09-04,Tejas Dey,Mathura,4,1,627,7992288
2023-09-27,Farhan Varkey,Bettiah,3,0,1242,6420215
2023-09-10,Kiaan Dara,Bally,2,2,1157,8696275
2023-09-19,Biju Subramaniam,Imphal,4,1,1222,4583395
2023-09-21,Alisha Konda,Ramagundam,3,0,855,1186597
2023-10-02,Yasmin Majumdar,Cuttack,4,0,605,1544437
2023-09-10,Hazel Raja,Haldia,4,1,1113,3570252
2023-09-30,Shlok Kaur,Nanded,2,0,550,6061604
2023-09-28,Hunar Tailor,Mangalore,2,2,1189,6696018
2023-09-22,Shamik Toor,Pudukkottai,2,1,1752,6390036
2023-09-04,Aarna Agarwal,Agra,4,1,820,2943736
2023-09-06,Shalv Sehgal,Rampur,3,1,1511,1142531
2023-09-14,Anvi Batta,Jalandhar,2,0,1219,3225053
2023-09-05,Yakshit Rajan,Patna,2,1,602,5433069
2023-09-21,Uthkarsh Rout,Mumbai,4,0,938,9500437
2023-09-08,Tejas Sarraf,Jalandhar,1,1,1882,3308898
2023-09-15,Yuvaan Venkataraman,Patna,3,0,1183,6938350
2023-09-24,Baiju Sant,Lucknow,4,1,710,9974986
2023-10-01,Saira Kaul,Medininagar,3,2,873,8171950
2023-09-14,Vardaniya Saha,Thiruvananthapuram,1,2,1465,1694167
2023-09-21,Indrajit Bassi,Durgapur,1,2,535,3116272
2023-09-19,Ayesha Barman,Berhampore,4,1,1842,9937416
2023-09-14,Nirvi Bhatia,Raiganj,1,2,632,6285752
2023-09-29,Taran Wadhwa,Rajkot,4,0,1481,7028736
2023-09-04,Kismat Ranganathan,Silchar,4,2,1760,1477180
2023-09-28,Aarush Chaudry,Srikakulam,4,2,1419,9889637
2023-09-09,Kiara Raman,Khora ,3,1,788,1676430
2023-09-18,Yashvi Chokshi,Bhalswa Jahangir Pur,3,0,1450,1035413
2023-09-19,Tanya Sharma,Tiruvottiyur,2,2,644,1976787
2023-09-20,Nirvi Zachariah,Suryapet,3,1,1943,2997960
2023-09-17,Anya Mann,Kavali,4,2,769,7641183
2023-09-11,Mannat Manne,Aurangabad,2,2,1895,3408811
2023-09-12,Mishti Kothari,Jhansi,4,2,1335,7362966
2023-09-08,Charvi Sharaf,Karaikudi,4,0,1049,6930572
2023-10-02,Nirvaan Goda,Dindigul,4,0,1717,9289844
2023-09-30,Jayant Mallick,Rampur,3,2,818,6697386
2023-09-27,Rasha Gour,Machilipatnam,2,0,1669,2746985
2023-09-29,Kiara Jaggi,Bokaro,4,0,942,5341113
2023-09-26,Tanya Dutta,Allahabad,3,0,1021,4005267
2023-09-09,Ritvik Goswami,Tezpur,4,0,1686,6548490
2023-09-07,Baiju Vala,Kishanganj,4,2,1226,9290783
2023-09-09,Jayan Kakar,Nagaon,4,0,1459,2326521
2023-10-01,Tejas Mahajan,Rajpur Sonarpur,1,1,543,8263162
2023-09-27,Indrajit Sehgal,Sasaram,4,2,576,8983908
2023-09-12,Mehul Raja,Rourkela,3,2,1408,9822301
2023-09-13,Indranil Varghese,Danapur,4,2,1444,7286667
2023-10-01,Charvi Goel,Ramgarh,1,0,943,5441270
2023-09-10,Saanvi Kakar,Malegaon,2,1,1420,6321141
2023-09-19,Vardaniya Dyal,Narasaraopet,3,2,917,8717647
2023-09-18,Saksham Kant,Nanded,2,1,1236,6978398
2023-09-26,Ela Bajwa,Fatehpur,1,0,576,2920302
2023-09-09,Vardaniya Gade,Fatehpur,4,0,648,5974018
2023-10-01,Tanya Srivastava,Naihati,4,0,1603,6588174
2023-09-25,Siya Khatri,Bilaspur,1,1,1334,6110017
2023-09-21,Prerak Sibal,Begusarai,2,2,1113,2977890
